clean_summary_text,clean_article_text,auto_id,summary
empat sopir dan kernet tewas dalam tabrakan beruntun yang melibatkan empat truk tronton di jalan tol padaleunyi km 33. diduga tabrakan terjadi akibat salah satu tronton yang diderek ditabrak dari belakang.,"bandung: empat orang tewas, satu luka berat, dan dua luka ringan dalam tabrakan beruntun di jalan tol padalarang-cileunyi ( padaleunyi ), jawa barat, selasa ( 26/4 ) pagi. kini, keempat jenazah berada di rumah sakit hasan sadikin bandung. tabrakan yang melibatkan empat truk tronton ini terjadi di tol padaleunyi km 33 atau 700 meter sebelum pintu tol cileunyi. kecelakaan diduga terjadi ketika sebuah truk tronton bermuatan semen mogok. kemudian datang truk pengangkut terigu yang bermaksud menderek truk yang mogok. namun, ketika kernet truk terigu memasang tali derek, tiba-tiba dari arah belakang truk bermuatan keramik menabrak truk semen yang mogok. tak lama kemudian, dari arah yang sama, truk pengangkut pupuk juga menabrak truk keramik. korban tewas adalah sopir dan kernet truk tronton. dari hasil identifikasi, para korban adalah deni, 24 tahun asal garut, jabar. pengemudi truk semen, agah, ( 30 ), asal garut; pengemudi truk keramik, warman ( 40 ) dari cibalong, tasikmalaya dan kernetnya oteng ( 33 ) warga kawalu, tasikmalaya. sedangkan deni hidayat, kernet salah satu truk hanya mengalami luka ringan. saat ini, dia masih dirawat di unit gawat darurat rs hasan sadikin. deni selamat karena sempat menghindar ke kolong truk ketika tabrakan terjadi. ( tna/budi rahmat ).",150,"empat orang tewas, satu luka berat, dan dua luka ringan dalam tabrakan beruntun di jalan tol padaleunyi km 33. korban tewas adalah sopir dan kernet truk tronton."
"sejumlah anggota fpi mendatangi kantor aquarius musikindo di jalan batu tulis, gambir, jakpus. mereke menuntut aquarius untuk segera menarik peredaran album terbaru grup musik dewa, laskar cinta.","jakarta: ratusan anggota front pembela islam ( fpi ) mendatangi kantor aquarius musikindoperusahaan rekaman musikdi jalan batu tulis, gambir, jakarta pusat, selasa ( 26/4 ). mereka menuntut aquarius segera menarik peredaran album terbaru grup musik dewa laskar cinta karena menggunakan logo kaligrafi dengan nama allah. dalam aksinya, fpi mengancam akan menarik secara sepihak album dewa bila aquarius tidak segera menarik dan mengubah sampul album itu. untuk mengedarkan kembali album laskar cinta, pihak aquarius harus mengubah sampul album. protes fpi ini berkaitan dengan penampilan band dewa di sebuah stasiun televisi swasta yang memperlihatkan pimpinan band dewa, ahmad dani, menginjak kaligrafi bertuliskan asma allah di atas panggung. kaligrafi asma allah itu serupa dengan logo dalam sampul album laskar cinta. sementara ini, ahmad mengaku kaligrafi dalam sampul album laskar cinta yang diinjak di panggung bukan asma allah. ( ziz/widyaningsih dan syahran amir ).",151,"ratusan anggota fpi mendatangi kantor aquarius musikindo di jalan batu tulis, gambir, jakpus. mereka menuntut aquarius segera menarik peredaran album terbaru grup musik dewa, laskar cinta."
"kepala rspad gatot soebroto, mardjo s., mengatakan kondisi tiga tentara korban penembakan seorang anggota tni di senayan, jakpus, terus membaik. diperkirakan mereka pulang pada rabu atau kamis mendatang.","jakarta: kondisi tiga tentara korban penembakan seorang anggota tni di senayan, jakarta pusat, terus membaik. namun, wartawan tak lagi diizinkan melihat langsung kondisi sersan satu tni amin, sersan dua tni heru dan prajurit satu tni nuryanto. informasi keadaan terakhir ketiga korban tersebut didapat dari kepala rumah sakit pusat angkatan darat gatot soebroto, mardjo s., baru-baru ini. menurut dia, wartawan tak diizinkan mengambil gambar para korban berdasarkan permintaan panglima kodam jaya mayor jenderal tni agustadi sasongko [ baca: tiga anggota tni korban penembakan masih dirawat ]. menurut mardjo, kemungkinan amin, heru, dan nuryanyo bisa pulang pada rabu atau kamis mendatang. mereka cuma menderita luka ringan. peluru tak sampai menembus tubuh mereka. ( sid/cindy agustina dan yuli sasmito ).",152,"kepala rspad gatot soebroto, mardjo s., mengatakan kondisi tiga tentara korban penembakan seorang anggota tni di senayan, jakpus, terus membaik. kemungkinan mereka pulang pada rabu atau pekan depan."
"analisa sementara kapolda sulsel inspektur jenderal polisi saleh saaf, kerusuhan di desa rano, kecamatan mambi, kabupetan mamasa, sulbar, dipicu kelompok yang kemungkinan berasal dari poso, sulteng.","mamasa: situasi terakhir di desa rano, kecamatan mambi, kabupaten mamasa, sulawesi barat, relatif terkendali. jenazah lima korban yang tewas diserang perusuh, ahad malam silam, sudah dievakuasi dan diterima keluarga masing-masing. sejauh ini, polisi tidak menemukan indikasi pro dan kontra pemekaran wilayah mamasa sebagai pemicu konflik. "" analisa sementara dilakukan oleh kelompok dari luar mamasa yang tidak tertutup kemungkinan dari poso [ sulawesi tengah ], "" kata kepala kepolisian daerah sulawesi selatan inspektur jenderal polisi saleh saaf dalam telewicara dari mamasa dengan reporter sctv alfito deannova di jakarta, selasa ( 26/4 ). saleh menegaskan, masyarakat sekitar juga sudah diwanti-wanti agar tidak terprovokasi. apalagi, selama ini, sudah tidak ada lagi perbedaan antara massa yang pro dan kontra kabupaten mamasa yang dimekarkan dari kabupaten polewali mamasa sejak akhir 2000 [ baca: mamasa memanas lagi, dua tewas ]. karena itu, saleh yakin, kerusuhan ini dipicu kelompok di luar mamasa. hal ini diperkuat dengan bukti selongsong peluru dari jenis senjata yang sama dengan yang dipakai perusuh dari poso, sulawesi tengah. "" ada kelompok tertentu yang sedang kita kejar, "" kata dia. kepolisian resor mamasa telah mengidentifikasi lima tersangka penyerang yang membakar lima rumah di desa rano, menewaskan lima warga, dan melukai dua lainnya. sembilan warga yang diserang juga telah dimintai keterangan. penyerangan ahad kemarin adalah kekerasan ketiga di kabupaten di provinsi paling bontot indonesia ini. september 2004, tiga warga desa salurinduk, kecamatan aralle, tewas dianiaya sejumlah orang yang berbeda paham. puluhan rumah terbakar dan ribuan orang mengungsi. insiden berdarah terulang beberapa pekan kemudian. diduga kekerasan ini bermotif balas dendam atas peristiwa sebelumnya. konflik horizontal ini menewaskan dua orang dan sejumlah rumah juga terbakar. konflik di tiga kecamatan, yakni arrale, tabulahan, dan mambi ini seolah tak berakhir. banyak pihak menilai, masalah ini tak kunjung beres karena polisi hanya menyelesaikan kasus ini layaknya kasus kriminal biasa. sejumlah pelaku memang ditangkap, tapi otak di balik kerusuhan tak tersentuh. baku serang ini muncul pascapemekaran kabupaten mamasa. warga di tiga kecamatan itu terbelah dalam kelompok pro dan kontra pemekaran. sebagian memilih bergabung dengan kabupaten baru dan yang lain ingin tetap berada di bawah kabupaten polmas. perbedaan ini diduga tidak murni berasal dari masyarakat di tingkat akar rumput. namun, permainan para elite. gawatnya, isu agama dan etnis digunakan untuk memobilisir warga demi kepentingan kekuasaan mereka. seharusnya fakta ini dapat menjadi awal penyelidikan untuk mengakhiri tragedi berdarah di mamasa. jika tidak, konflik ini akan menjadi bom waktu, khususnya jika pemilihan kepala daerah langsung jadi dilaksanakan. ( tna/tim liputan 6 sctv ).",153,"situasi terakhir di desa rano, kecamatan mambi, kabupaten mamasa, sulbar, relatif terkendali. kapolda sulsel irjen pol saleh saaf yakin kerusuhan dipicu kelompok di luar mamasa."
"kpk menetapkan sussongko suhardjo, pelaksana harian sekretaris jenderal kpu, sebagai tersangka baru kasus dugaan penyuapan terhadap auditor bpk. menurut kpu, hasil audit bpk banyak yang perlu diklarifikasi.","jakarta: komisi pemberantasan korupsi ( kpk ) menetapkan pelaksana harian sekretaris jenderal komisi pemilihan umum sussongko suhardjo sebagai tersangka, selasa ( 26/4 ). dia dijadikan tersangka kasus dugaan penyuapan anggota kpu, mulyana wira kusumah, terhadap khairiansyah, auditor badan pemeriksa keuangan. sussongko tiba di kantor kpk siang ini, setelah dijemput langsung oleh tim penyidik kpk dari kantornya di kpu. sussongko bersama mubaristaf setjen kpudan mulyana pernah bertemu khairiansyah untuk membicarakan kasus yang ditangani auditor bpk itu [ baca: mulyana kembali menyatakan dijebak ]. hingga kini, kpk juga masih memeriksa kepala biro keuangan kpu hamdani amin dan staf bendahara gaji kpu, sri a. kuasa hukum sussongko, eric s. paat, mengatakan, surat penangkapan dan penetapan kliennya sebagai tersangka baru diterima selasa siang. eric mengaku belum mengetahui kapan sussongko akan ditahan di rutan salemba. keputusan kpk menetapkan sussongko sebagai tersanga kedua kasus penyuapan terhadap auditor bpk terpaut 18 hari sejak ditahannya mulyana. padahal, menurut mulyana, sussongko termasuk tokoh kunci kasus ini. sussongko juga ikut menandatangani kontrak kerja dengan pt survindo indah prestasi dalam pengadaan kotak suara yang belakangan menurut hasil audit bpk disinyalir beraroma korupsi. hari ini, kpu menyampaikan keterangan pers berkenaan hasil audit investigatif bpk yang menemukan indikasi penyimpangan anggaran dalam pengadaan logistik pemilu. dalam keterangan pers yang dihadiri seluruh anggota kpu, kecuali mulyana, ketua kpu nazaruddin sjamsuddin meminta semua pihak tidak menggunakan laporan bpk untuk menghakimi sepihak. "" karena masih ada banyak hal dalam laporan yang harus diklarifikasi, "" kata nazaruddin. nazaruddin menambahkan, kpu belum mempelajari laporan secara keseluruhan hingga belum bisa memberi klarifikasi. namun, dia berjanji akan memberi penjelasan dan klarifikasi lengkap kepada dpr dan presiden [ baca: kpu masih mempelajari hasil audit bpk ]. berkaitan dengan dugaan penyuapan, nazaruddin menegaskan, kpu sangat prihatin terhadap penangkapan dan penahanan mulyana yang bersama kpu telah bekerja keras mensukseskan pemilu 2004. kpu dan seluruh jajaran juga menyampaikan simpati yang mendalam kepada mulyana dan keluarga. "" kpu akan berikhtiar agar kasus mulyana diselesaikan secara adil, "" kata nazaruddin. namun, dia tidak merinci kasus itu sendiri. ( tna/tim liputan 6 sctv ).",154,"kpu menetapkan sussongko suhardjo sebagai tersanga kedua kasus penyuapan terhadap auditor bpk, mulyana w. kusumah. nazaruddin sjamsuddin meminta semua pihak tidak menggunakan laporan bpk untuk menghakimi sepihak."
tiga kelompok massa memprotes kpu seram bagian barat dan seram bagian timur yang dianggap pilih kasih karena tak meloloskan pasangan calon bupati dan wakilnya. masalah ini akan diklarifikasi kpu maluku.,"ambon: hiruk-pikuk pemilihan kepada daerah sudah melanda kota ambon, maluku. puluhan pendukung kandidat calon bupati dan wakilnya dari kabupaten seram bagian timur dan seram bagian barat mengamuk di kantor komisi pemilihan umum maluku di kota ambon, selasa ( 26/4 ). massa marah karena kpud di dua kabupaten yang baru dimekarkan itu dinilai tidak adil dalam menetapkan kandidat kepala daerah. massa dari seram barat protes karena pasangan calon yang dijagokan, bakri suned dan kaceriri, tidak lolos verifikasi. begitu juga dengan pasangan ansar wattimena-abdul hamid kilres dan yusuf kirley-umar madubun dari seram timur. pendukung ketiga pasangan ini mendesak pilkada di kedua kabupaten itu ditunda. kpu seram timur hanya meloloskan lima dari tujuh pasang calon bupati dan wakilnya yang mendaftarkan diri. sedangkan di kabupaten seram barat, dari sembilan pasang yang mendaftar, hanya empat yang lolos. untuk menyelesaikan penolakan ini, kpu maluku akan memanggil anggota kpu seram barat dan seram timur untuk mengklarifikasi. ( tna/sahlan heluth dan juhri samanery ).",155,puluhan pendukung calon bupati dan wakilnya dari kabupaten seram bagian timur dan seram bagian barat mengamuk di kantor kpu maluku di kota ambon. mereka memprotes kpud yang dinilai tidak adil dalam menetapkan kandidat kepala daerah.
"setelah memulangkan para pengungsi, pemerintah kabupaten solok, sumatra barat, membubarkan posko bencana gunung talang. bupati solok gamawan fauzi menilai posko sudah tak diperlukan lagi.","solok: bupati solok gamawan fauzi, selasa ( 26/4 ) ini, secara resmi membubarkan posko bencana gunung talang di kabupaten solok, sumatra barat. gamawan menilai, posko sudah tak diperlukan lagi setelah pemerintah kabupaten solok memulangkan seluruh pengungsi. posko dibubarkan di saat sejumlah bantuan masih belum disalurkan. sejumlah kalangan mempertanyakan pertanggungjawaban dana bantuan yang masuk. berdasarkan laporan keuangan, dari rp 434 juta dana yang dikeluarkan, cuma sebagian yang dialokasikan ke pengungsi. sisanya untuk biaya operasional koordinator lapangan dan pengamanan presiden. laporan keuangan juga menyebutkan penggunaan dana sebesar rp 7, 5 juta untuk biaya akomodasi dan penginapan kru sebuah televisi swasta jakarta yang meliput langsung bencana. saat ini, dana bantuan yang tersisa masih rp 625 juta. rencananya, dana itu digunakan sebagai modal kerja satuan koordinasi pelaksana penanggulangan bencana dan pengungsi kabupaten solok serta mengganti bibit pertanian masyarakat. bantuan barang juga masih tersisa. di antaranya 35 ton beras, 1. 346 dus air mineral, 262 dus mi instan, 48 dus susu, obat-obatan, dan kain sarung. rencananya barang-barang tersebut dijadikan stok pemkab solok [ baca: bantuan untuk pengungsi gunung talang terus mengalir ]. ( sid/denni risman dan arsed kusnadi ).",156,"bupati solok gamawan fauzi membubarkan posko bencana gunung talang di kabupaten solok, sumbar. gamawan menilai posko sudah tak diperlukan lagi setelah pemerintah memulangkan seluruh pengungsi."
"polisi menyita sebuah bendera rms berukuran besar saat berkibar di desa halong atas, ambon, siang tadi. kapolda maluku brigjen adityawarman menegaskan, pihaknya akan terus men-sweeping anggota dan atribut rms.","ambon: jajaran kepolisian daerah maluku terus menyisir dan merazia berbagai atribut republik maluku selatan pascaperingatan hari ulang tahun kelompok separatis itu, 25 april kemarin. selasa ( 26/4 ) ini, polisi menyita sebuah bendera rms berukuran besar. bendera itu sempat dikibarkan di desa halong atas, ambon, siang tadi. polisi yang sedang menyisir langsung menyita bendera tersebut. kepala polda maluku brigadir jenderal polisi adityawarman menegaskan, pihaknya akan terus men-sweeping dan merazia anggota, simpatisan, maupun atribut rms. sejak 25 april kemarin, polisi telah mengamankan tujuh buah bendera rms yang dikibarkan di ambon. di luar pulau ambon, polisi mengamankan empat buah bendera yang dipasang di atas bukit di desa aboru, pulau haruku [ baca: atribut rms masih ditemukan di ambon ]. polisi juga menangkap satu orang yang akan mengibarkan bendera rms dan lima orang yang terbukti menyimpan atribut dan dokumen rms serta satu pucuk senjata lengkap dengan sebutir peluru [ baca: enam anggota rms dibekuk ]. ( sid/sahlan heluth ).",157,"polisi menyita sebuah bendera rms berukuran besar di desa halong atas, ambon, maluku. kapolda maluku brigjen adityawarman menegaskan, pihaknya akan terus men - sweeping anggota, simpatisan maupun atribut rms."
"banjir yang melanda kabupaten kutai kartanegara dan kutai barat, kaltim, hingga pekan ketiga belum juga surut. ini disebabkan masih tingginya curah hujan di sungai mahakam. distribusi sembako juga terputus.","tenggarong: masih tingginya curah hujan di wilayah hulu sungai mahakam menyebabkan banjir yang melanda kabupaten kutai kartanegara dan kutai barat, kalimantan timur, belum juga surut memasuki pekan ketiga ini. bahkan, banjir terus meluas hingga ke wilayah kota tenggarong, ibu kota kutai kartanegara. musibah ini bukan saja telah merendam ribuan rumah, tetapi juga telah mengganggu distribusi sembilan bahan pokok ke daerah pedalaman di wilayah itu. pasalnya, semua kapal yang melayani jalur tersebut tidak bisa beroperasi mengirim sembako [ baca: banjir di kutai kartanegara belum surut ]. pasokan sembako yang biasanya dibawa kapal dari kota melak ke samarinda dan sebaliknya sudah tidak bisa berlayar [ baca: jalur trans-kutai barat masih terputus ]. ini membuat beberapa kebutuhan pokok melonjak harganya. harga beras naik dari rp 3. 500 menjadi rp 4. 500 hingga rp 5. 000 per kilogram. sedangkan harga gula pasir dari rp 5. 000 naik menjadi rp 6. 500 per kilogram. harga minyak sayur dari rp 5. 500 naik menjadi rp 7. 000 per kilogram. sejauh ini, pemerintah kabupaten kutai kartanegara baru sekali menyalurkan bantuan bahan makanan senilai rp 250 juta. bagi korban banjir, bantuan itu dirasakan masih kurang sehingga untuk memenuhi kebutuhan, warga mengandalkan dari mencari ikan di sungai sekitar. warga berharap, pihak pemkab segera mengirimkan bantuan tambahan, termasuk mendirikan pos koordinasi kesehatan. warga korban banjir di dua kabupaten tersebut sempat mengeluhkan bantuan pemerintah setempat yang kurang memadai. sebab, sejauh ini bantuan yang telah diterima hanyalah dua ons gula pasir dan tiga bungkus mi instan untuk satu keluarga [ baca: korban banjir di kutai mengeluhkan minimnya bantuan ]. ( ziz/polmart aritonang ).",158,"banjir yang melanda kutai kartanegara dan kutai barat, kaltim, belum juga surut memasuki pekan ketiga ini. bahkan, banjir telah mengganggu distribusi sembako ke daerah pedalaman."
cina akan menyediakan dana lebih dari us$ 10 miliar untuk berinvestasi di bidang infrastruktur indonesia. nilai perdagangan indonesia dan cina meningkat tiap tahun hingga us$ 20 miliar pada 2006.,"jakarta: presiden republik rakyat cina hu jintao berjanji akan terus menjalin hubungan dagang dengan indonesia yang selama ini telah berjalan baik. kedua negara juga sepakat meningkatkan nilai perdagangan us$ 13 miliar pada 2004, kemudian naik us$ 2 miliar tahun ini, dan melonjak lagi us$ 20 miliar pada 2005. pernyataan ini disampaikan jintao saat menghadiri jamuan makan siang dan silaturahmi bersama kamar dagang dan industri indonesia ( kadin ) di jakarta, selasa ( 26/4 ). jamuan makan dalam rangkaian lawatan jintao ke indonesia ini juga dihadiri sejumlah menteri kabinet indonesia bersatu, dewan gubernur bank indonesia, dan pengusaha-pengusaha indonesia. jintao menambahkan, perbankan cina juga siap menyediakan dana lebih dari us$ 10 miliar bagi sektor swasta cina yang akan berinvestasi di bidang infrastruktur di indonesia [ baca: cina-indonesia meneken kesepakatan ekonomi ]. "" dalam tiga sampai lima tahun mendatang kita harapkan investasi itu sudah masuk, "" kata menteri koordinator perekonomian aburizal bakrie. dia menambahkan, modal itu akan berputar untuk pembangunan jalan tol, listrik, minyak kelapa sawit, dan lainnya. pemerintah cina juga berjanji akan memberikan tambahan bantuan pinjaman kontrak perdagangan sebesar us$ 300 juta. tahun silam, pemerintah cina telah memberikan pinjaman serupa senilai us$ 400 juta. ( tna/aldi yarman dan teguh dwi hartono ).",159,presiden cina hu jintao berjanji akan terus menjalin hubungan dagang dengan indonesia. perbankan cina juga siap menyediakan dana lebih dari us $ 10 miliar bagi sektor swasta cina.
"dhani, atas nama dewa, meminta maaf atas ketidaktahuannya mengenai makna logo di album laskar cinta. ketua mui umar shihab menyatakan, penggunaan kaligrafi allah diperbolehkan selama masih sesuai norma islam.","jakarta: ahmad dhani, personel grup dewa, bertemu pimpinan majelis ulama indonesia di jakarta, selasa ( 26/4 ) siang. pertemuan digelar berkaitan perseteruan antara dewa dan front pembela islam menyangkut penggunaan kaligrafi allah di sampul album dewa, laskar cinta. dhani bermaksud mengklarifikasi soal kaligrafi allah yang digunakan kelompok musiknya yang kemudian ditentang keras oleh fpi. seusai pertemuan tertutup itu, dhani, atas nama dewa, menyampaikan permintaan maaf atas ketidaktahuannya mengenai makna logo di album laskar cinta. ketua mui umar shihab menyatakan, penggunaan kaligrafi tersebut diperbolehkan selama masih sesuai norma islam. sesuai fatwa yang dikeluarkan mui, dewa bersedia mengganti gambar lima personel dewa yang bertato. sedangkan logo kaligrafi allah, menurut mui, boleh dipakai asal sesuai norma islam. "" menurut penilaian mui, tidak ada larangan untuk menempatkan logo allah pada setiap kata atau kegiatan, "" kata umar. dalam waktu dekat, mui akan bertindak sebagai mediator pertemuan antara fpi dan dewa. pada saat bersamaan, di luar, perwakilan fpi datang sambil menunjukkan keberatan mereka [ baca: fpi mendesak dewa mengubah sampul album ]. ( sid/tommy fadjar dan agus ginanjar ).",160,"dhani, atas nama dewa, meminta maaf atas ketidaktahuannya mengenai makna logo di album laskar cinta. ketua mui umar shihab menyatakan, penggunaan kaligrafi allah diperbolehkan selama masih sesuai norma islam."
dpr akan membahas laporan indikasi penyelewengan uang negara di komisi pemilihan umum dalam sidang paripurna awal mei nanti. sidang paripurna akan membabas kemungkinan pembentukan pansus kasus ini.,"jakarta: dpr akan membahas hasil audit investigasi badan pemeriksa keuangan terhadap komisi pemilihan umum dalam sidang paripurna, 2 mei mendatang. anggota dewan juga sedang mempertimbangkan hasil audit bpk dapat menjadi dasar pembentukan panitia khusus di dpr. hal ini diungkapkan ketua dpr agung laksono selesai rapat konsultasi pimpinan dpr di gedung mpr/dpr jakarta, selasa ( 26/4 ). agung menjelaskan, hasil pembahasan sementara tingkat pimpinan dpr atas hasil audit bpk memang menemukan indikasi kerugian negara sebesar rp 98 miliar. pembahasan lanjutan setelah sidang paripurna dpr akan melibatkan komisi xi, ii, iii, dan panitia anggaran dpr. laporan bpk soal temuan penyelewengan anggaran kpu diserahkan ke dpr, kamis pekan silam. indikasi kerugian negara hingga rp 90 miliar ditemukan pada pelaksanaan pemilihan umum legislatif 2004. hasil audit meliputi penelusuran aliran dana dalam pengadaan logistik, seperti kotak suara, tinta, teknologi informasi, kertas suara, dan sampul. indikasi kerugian negara yang paling besar terjadi pada pengadaan kotak suara dengan total jenderal uang yang tak dapat dipertanggungjawabkan mencapai rp 66 miliar [ baca: rp 90 miliar penyimpangan pada pemilu legislatif ]. mulyana wira kusumah, anggota kpu, tersangka kasus penyuapan auditor bpk, menyampaikan surat tanggapan kepada ketua dpr agung laksono. surat yang ditulis tangan ini berisi tanggapan pribadi mulyana atas audit investigatif bpk. meski kpu akan memberikan klarifikasi secara resmi, mulyana tetap memanfaatkan haknya untuk menyampaikan pendapat. "" publik itu melihat ini tanggung jawab dia [ mulyana ], dia menjelaskan sejauh mana tanggung jawab dia dalam pengadaan kotak suara ini, "" kata guevara santayana, putra kedua mulyana yang menjadi pengantar surat, setelah mengunjungi ayahnya di rumah tahanan salemba, jakarta pusat, tadi siang. guevara mengatakan, ayahnya ingin agar kpk segera menindaklanjuti hasil audit bpk. dengan demikian, dugaan kasus korupsi di tubuh kpu dapat segera terbongkar. selain itu, dalam tanggapan itu, mulyana kembali menyampaikan keinginannya untuk mendapatkan penangguhan penahanan. tadi siang, sejumlah pengurus perhimpunan bantuan hukum dan hak asasi manusia indonesia ( pbhi ) dipimpin hendardi menjenguk mulyana di rutan salemba. rombongan yang didampingi romo sandyawan sj ini datang untuk memberikan dorongan moril. mereka juga meminta mulyana bersedia membongkar kasus ini lebih luas. ( tna/tim liputan 6 sctv ).",161,"dpr akan membahas hasil audit investigasi bpk terhadap kpu dalam sidang paripurna, 2 mei mendatang. sejumlah pengurus pbhi menjenguk mulyana w. kusumah di rutan salemba, jakpus."
"setiadji munawar diculik dan disekap di beberapa tempat di jakarta. para penculik mengambil uang dan perhiasan korban senilai rp 3, 5 miliar. lengan korban sempat dibor listrik dan kepalanya dipahat.","jakarta: setiadji munawar melangkah tenang ke rumah itu. waktu itu jumat, 1 april 2005. bersama tiga rekannya, ia bermaksud membesuk kunto, presiden direktur pt mecomb teknik. setiadji mendengar kunto sakit. kala menunggu di teras rumah, sekonyong-konyong datang enam orang tak dikenal yang langsung memaksanya ikut. salah seorang dari mereka menggertak setiadji. mereka mengaku anggota badan intelijen negara ( bin ) dan tni. setiadji memberontak. namun, akhirnya berhasil diringkus. dengan mata ditutup kain, direktur pt mecomb teknik itu dibawa masuk ke mobil suzuki baleno. semula para penculik berniat membawa setiadji ke cijantung, jakarta timur. saat mobil tiba di persimpangan jalan ampera-jalan tb simatupang, jaktim, mereka berubah pikiran. mobil dibelokkan ke kantor setiadji di cilandak commercial estate building, jakarta selatan. setiadji kemudian disuruh turun dan digelandang ke kantornya. di ruang pertemuan perusahaan minyak itu, telah menunggu arsyad, mantan pengacara meifianti suprapto, kakak setiadji. tampak pula istri arsyad, lisa. ada juga retno, putri kunto. awalnya setiadji belum paham atas kejadian yang menimpanya. para penculik lantas memberi setiadji dua pilihan: harta atau nyawa. arsyad menuntut setiadji untuk melunasi pembayaran jasa hukum kakaknya sebesar rp 9 miliar. sebelumnya, meifianti memang menunjuk surat kuasa khusus kepada arsyad untuk menangani pemutusan hubungan kerja yang dialaminya di pt unocal indonesia company. intimidasi dan ancaman pun diterima korban. arsyad sempat memukul setiadji. selama tiga hari dia disekap di tempat itu. bermacam pukulan dan tendangan mendarat di sekujur tubuh setiadji. tak tahan disiksa, korban menyerah. "" saya di-pressure harus membayar kompensasi. kalau tidak anak saya diperkosa, istri dibunuh, "" kata setiadji. setiadji merelakan cincin dan uang senilai rp 3, 5 miliar dirampas arsyad. tapi, siksaan tak berhenti. dengan sadis arsyad mengambil bor listrik yang telah disiapkan. tak tanggung-tanggung, lengan setiadji dibor alat yang biasa dipakai untuk melubangi kayu itu. kontan korban melolong kesakitan. bahkan, lisa sempat merekam kejahatan suaminya dengan kamera video. tak cukup dengan bor listrik. kepala setiadji sempat dipahat dengan pahat kayu. pria malang itu menderita luka di kepalanya. darah merah mengucur di kepalanya. setelah tiga hari disekap dan dianiaya, setiadji dipindahkan ke sebuah tempat di kawasan jakarta utara. di tempat baru itu para penculik mengancam akan mengeksekusi mati dirinya. setiadji diculik dan dianiaya selama sepekan. drama mengerikan itu berakhir setelah korban berhasil membebaskan diri dari penculik. korban lalu melaporkan kasusnya kepada kepolisian daerah metro jaya. polisi segera bertindak cepat. arsyad berhasil dicokok. pria berusia 35 tahun itu ditangkap di bandar udara soekarno-hatta, tangerang, banten, saat baru tiba dari pekanbaru, riau. setelah itu, polisi menangkap lisa dan anas, mantan personel tni angkatan laut. hasil penyelidikan polisi berhasil membuahkan tersangka baru. polisi kemudian menetapkan retno dan krisna, direktur keuangan sebuah perusahaan pengadaan kendaraan, sebagai dua tersangka baru. menurut kepala bidang hubungan masyarakat polda metro jaya komisaris besar tjiptono, keduanya dinyatakan tersangka karena mengetahui peristiwa penganiayaan terhadap setiadji. polisi juga menyita empat mobil untuk barang bukti. direktur reserse dan kriminal umum polda metro jaya komisaris besar polisi mathius salempang menyatakan, kasus ini masih dalam proses penyidikan. polisi masih memburu empat tersangka lain yang masih buron. penculikan setiadji juga menarik perhatian media massa. belakangan terungkap, arsyad kecewa pada kakak setiadji. pasalnya, meifianti mencabut surat kuasa hukum yang diberikan kepada arsyad. agaknya arsyad sakit hati atas perbuatan sepihak meifianti. arsyad menduga setiadji adalah dalang pencabutan surat kuasa itu. sejak 2000, meifianti mempunyai masalah ketenagakerjaan dengan pt unocal tempat ia bekerja. dia dituduh menggelapkan uang tiket perusahaan asing itu. meifianti yang tak merasa bersalah lantas mengadukan kasusnya ke polisi. kasus ini berlanjut ke pengadilan. bahkan terus bergulir ke mahkamah agung. pada 5 januari 2005, meifianti menunjuk arsyad sebagai kuasa hukumnya. waktu itu arsyad sempat merinci biaya yang diperlukan untuk memenangkan kasus itu. pada februari silam, lisa mengajukan permintaan dana kepada setiadji. soalnya, dana operasional dari meifianti tersendat-sendat. setiadji menyanggupi permintaan itu. waktu terus berjalan. namun, kasus meifianti masih belum jelas. pada 16 maret silam, meifianti mencabut surat kuasa hukum arsyad. arsyad lantas mensomasi meifianti pada 11 april kemarin. arsyad bahkan sempat memgancam meifianti. meifianti tak menyangka, bekas pengacaranya itu benar-benar melaksanakan ancamannya. "" mungkin mereka pikir, yang punya uang adalah adik saya, "" kata meifianti. kelima tersangka penculik itu akan dijerat pasal 333 jonto 170 dan jonto 368 kitab undang-undang hukum pidana tentang penculikan, penganiayaan, dan pemerasan yang disertai ancaman. mereka diancam hukuman maksimal delapan tahun penjara. ( mak/heru bm dan prihandoyo ).",162,"setiadji munawar diculik dan dianiaya direktur pt mecomb teknik, kunto, saat disekap di rumahnya di kawasan cilincing, jaktim. tubuh korban dipahat dengan pahat kayu."
